,treat,age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75
226,False,36.0,11.0,0.0,1.0,0.0,1.0,5443.734,3063.878,1324.542,0.0,0.0
227,False,25.0,11.0,1.0,0.0,0.0,1.0,15209.99,3072.726,284.6584,0.0,0.0
228,False,19.0,11.0,1.0,0.0,0.0,1.0,3504.014,3285.68,11195.93,0.0,0.0
229,False,23.0,8.0,1.0,0.0,0.0,1.0,7724.283,3403.056,0.0,0.0,0.0
230,False,17.0,11.0,1.0,0.0,0.0,1.0,4080.73,3796.029,0.0,0.0,0.0
231,False,43.0,10.0,1.0,0.0,0.0,1.0,2502.868,4128.443,7565.273,0.0,0.0
232,False,26.0,11.0,1.0,0.0,1.0,1.0,0.0,4184.732,0.0,1.0,0.0
233,False,27.0,11.0,1.0,0.0,1.0,1.0,0.0,4491.884,0.0,1.0,0.0
234,False,19.0,11.0,1.0,0.0,0.0,1.0,6337.492,4503.064,0.0,0.0,0.0
235,False,28.0,11.0,1.0,0.0,1.0,1.0,8593.163,5393.895,4974.586,0.0,0.0
236,False,28.0,12.0,1.0,0.0,1.0,0.0,10585.13,5551.456,12780.02,0.0,0.0
237,False,26.0,8.0,1.0,0.0,0.0,1.0,1126.29,5562.598,3523.578,0.0,0.0
238,False,31.0,12.0,1.0,0.0,0.0,0.0,0.0,5613.909,0.0,1.0,0.0
239,False,23.0,11.0,1.0,0.0,0.0,1.0,7617.362,5716.407,10274.84,0.0,0.0
240,False,20.0,12.0,1.0,0.0,0.0,0.0,7182.492,6004.728,4779.72,0.0,0.0
241,False,28.0,10.0,1.0,0.0,1.0,1.0,8293.345,6449.48,16988.18,0.0,0.0
242,False,39.0,12.0,1.0,0.0,1.0,0.0,19785.32,6608.137,499.2572,0.0,0.0
243,False,21.0,8.0,1.0,0.0,0.0,1.0,39570.68,6608.304,3083.581,0.0,0.0
244,False,22.0,11.0,1.0,0.0,0.0,1.0,8810.067,6974.484,3708.719,0.0,0.0
245,False,20.0,11.0,1.0,0.0,0.0,1.0,8009.164,7666.875,7659.218,0.0,0.0
246,False,21.0,11.0,0.0,1.0,0.0,1.0,2992.534,8920.471,20857.84,0.0,0.0
247,False,23.0,12.0,0.0,1.0,0.0,0.0,5721.696,8960.684,7078.178,0.0,0.0
248,False,29.0,9.0,1.0,0.0,0.0,1.0,9268.943,9160.693,0.0,0.0,0.0
249,False,28.0,9.0,1.0,0.0,1.0,1.0,10222.41,9210.447,1239.844,0.0,0.0
250,False,30.0,11.0,1.0,0.0,1.0,1.0,0.0,9311.938,3982.801,1.0,0.0
251,False,25.0,10.0,1.0,0.0,1.0,1.0,13519.97,9319.444,0.0,0.0,0.0
252,False,28.0,11.0,1.0,0.0,1.0,1.0,824.3889,10033.91,0.0,0.0,0.0
253,False,22.0,10.0,0.0,0.0,0.0,1.0,27864.36,10598.67,7094.92,0.0,0.0
254,False,44.0,9.0,1.0,0.0,1.0,1.0,12260.78,10857.24,12359.31,0.0,0.0
255,False,21.0,9.0,1.0,0.0,0.0,1.0,31886.43,12357.22,0.0,0.0,0.0
256,False,28.0,11.0,1.0,0.0,0.0,1.0,17491.45,13371.25,0.0,0.0,0.0
257,False,29.0,9.0,0.0,1.0,0.0,1.0,9594.308,16341.16,16900.3,0.0,0.0
258,False,25.0,9.0,1.0,0.0,1.0,1.0,24731.62,16946.63,7343.964,0.0,0.0
259,False,22.0,10.0,0.0,0.0,1.0,1.0,25720.92,23031.98,5448.801,0.0,0.0
260,True,37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,9930.046,1.0,1.0
261,True,22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3595.894,1.0,1.0
262,True,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,24909.45,1.0,1.0
263,True,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7506.146,1.0,1.0
264,True,33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899,1.0,1.0
265,True,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4056.494,1.0,1.0
266,True,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
267,True,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8472.158,1.0,1.0
268,True,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2164.022,1.0,1.0
269,True,33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,12418.07,1.0,1.0
270,True,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,8173.908,1.0,1.0
271,True,21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,17094.64,1.0,1.0
272,True,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
273,True,27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,18739.93,1.0,1.0
274,True,17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,3023.879,1.0,1.0
275,True,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3228.503,1.0,1.0
276,True,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,14581.86,1.0,1.0
277,True,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7693.4,1.0,1.0
278,True,40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,10804.32,1.0,1.0
279,True,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,10747.35,1.0,1.0
280,True,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
281,True,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.501,1.0,1.0
282,True,38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,6408.95,1.0,1.0
283,True,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1991.4,1.0,1.0
284,True,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,11163.17,1.0,1.0
285,True,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,9642.999,1.0,1.0
286,True,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,9897.049,1.0,1.0
287,True,27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,11142.87,1.0,1.0
288,True,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,16218.04,1.0,1.0
289,True,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,995.7002,1.0,1.0
290,True,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
291,True,48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,6551.592,1.0,1.0
292,True,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1574.424,1.0,1.0
293,True,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
294,True,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3191.753,1.0,1.0
295,True,42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,20505.93,1.0,1.0
296,True,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,6181.88,1.0,1.0
297,True,23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,5911.551,1.0,1.0
298,True,46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3094.156,1.0,1.0
299,True,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
300,True,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1254.582,1.0,1.0
301,True,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,13188.83,1.0,1.0
302,True,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8061.485,1.0,1.0
303,True,18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,2787.96,1.0,1.0
304,True,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,3972.54,1.0,1.0
305,True,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
306,True,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
307,True,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
308,True,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,12187.41,1.0,1.0
309,True,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4843.176,1.0,1.0
310,True,28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
311,True,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,8087.487,1.0,1.0
312,True,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
313,True,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2348.973,1.0,1.0
314,True,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,590.7818,1.0,1.0
315,True,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
316,True,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1067.506,1.0,1.0
317,True,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,7284.986,1.0,1.0
318,True,42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,13167.52,1.0,1.0
319,True,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.432,1.0,1.0
320,True,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
321,True,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.938,1.0,1.0
322,True,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.236,1.0,1.0
323,True,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984,1.0,1.0
324,True,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146,1.0,1.0
325,True,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.29,1.0,1.0
326,True,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
327,True,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
328,True,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.715,1.0,1.0
329,True,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,1.0,1.0
330,True,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
331,True,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,1.0,1.0
332,True,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
333,True,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,1.0,1.0
334,True,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,1.0,1.0
335,True,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,1.0,1.0
336,True,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,1.0,1.0
337,True,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
338,True,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.6,1.0,1.0
339,True,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,1.0,1.0
340,True,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
341,True,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,1.0,1.0
342,True,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,1.0,1.0
343,True,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
344,True,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
345,True,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
346,True,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,1.0,1.0
347,True,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,1.0,1.0
348,True,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,1.0,1.0
349,True,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
350,True,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,1.0,1.0
351,True,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
352,True,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
353,True,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,1.0,1.0
354,True,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
355,True,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,1.0,1.0
356,True,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,1.0,1.0
357,True,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,1.0,1.0
358,True,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
359,True,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6,1.0,1.0
360,True,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
361,True,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,1.0,1.0
362,True,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,1.0,1.0
363,True,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,1.0,1.0
364,True,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,1.0,1.0
365,True,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
366,True,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28,1.0,1.0
367,True,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,1.0,1.0
368,True,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
369,True,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,0.0,1.0
370,True,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665,0.0,1.0
371,True,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,0.0,0.0
372,True,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,0.0,0.0
373,True,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,0.0,0.0
374,True,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0,0.0,0.0
375,True,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02,0.0,0.0
376,True,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25,0.0,0.0
377,True,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,1.0,0.0
378,True,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,1.0,0.0
379,True,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318,0.0,0.0
380,True,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,1.0,0.0
381,True,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,1.0,0.0
382,True,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,1.0,0.0
383,True,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,0.0,0.0
384,True,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705,0.0,0.0
385,True,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,1.0,0.0
386,True,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,0.0,0.0
387,True,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,1.0,0.0
388,True,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432,0.0,0.0
389,True,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44,0.0,0.0
390,True,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,0.0,0.0
391,True,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93,1.0,0.0
392,True,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,1.0,0.0
393,True,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342,0.0,0.0
394,True,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,0.0,0.0
395,True,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,1.0,0.0
396,True,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,1.0,0.0
397,True,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39,0.0,0.0
398,True,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0,0.0,0.0
399,True,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,1.0,0.0
400,True,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559,0.0,0.0
401,True,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0,0.0,0.0
402,True,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508,0.0,0.0
403,True,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0,0.0,0.0
404,True,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,1.0,0.0
405,True,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603,0.0,0.0
406,True,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,1.0,0.0
407,True,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0,0.0,0.0
408,True,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28,1.0,0.0
409,True,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189,0.0,0.0
410,True,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,1.0,0.0
411,True,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681,0.0,0.0
412,True,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942,0.0,0.0
413,True,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239,0.0,0.0
414,True,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409,1.0,0.0
415,True,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0,0.0,0.0
416,True,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342,1.0,0.0
417,True,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037,0.0,0.0
418,True,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0,0.0,0.0
419,True,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613,0.0,0.0
420,True,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564,0.0,0.0
421,True,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549,0.0,0.0
422,True,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0,0.0,0.0
423,True,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0,1.0,0.0
424,True,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51,0.0,0.0
425,True,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62,1.0,0.0
426,True,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463,0.0,0.0
427,True,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501,0.0,0.0
428,True,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28,0.0,0.0
429,True,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666,0.0,0.0
430,True,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788,0.0,0.0
431,True,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944,0.0,0.0
432,True,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643,0.0,0.0
433,True,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0,0.0,0.0
434,True,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773,0.0,0.0
435,True,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0,0.0,0.0
436,True,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83,0.0,0.0
437,True,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433,1.0,0.0
438,True,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71,0.0,0.0
439,True,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014,1.0,0.0
440,True,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6,0.0,0.0
441,True,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95,0.0,0.0
442,True,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97,0.0,0.0
443,True,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628,0.0,0.0
444,True,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942,0.0,0.0
